VC Name,VC Location,Snippet,Short Description,Crunchbase URL,Investment 3 Funding Round Type,Investment 3 Round Type,Investment 3 Company Invested Into,Investment 3 Announcement Date,Investment 3 Value,Investment 3 Type,Investment 2 Funding Round Type,Investment 2 Round Type,Investment 2 Company Invested Into,Investment 2 Announcement Date,Investment 2 Value,Investment 2 Type,Investment 1 Funding Round Type,Investment 1 Round Type,Investment 1 Company Invested into,Investment 1 Announcement Date,Investment 1 Value,Investment 1 Type,Full Description,Normalize a Domain,Growth Score,Clearbit Logo URL
WestSummit Capital,Menlo Park,"WestSummit Capital is a growth capital firm that invests in technology companies in North America and China. Menlo Park, California, United States ...",WestSummit Capital - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/westsummit-capital-management,Seed Round - RisenLighten,funding_round,RisenLighten,2024-04-10,WestSummit Capital investment in Seed Round - RisenLighten,investment,Series A - Nonstop Technology,funding_round,Nonstop Technology,2024-06-28,WestSummit Capital investment in Series A - Nonstop Technology,investment,Series A - BOTINKIT,funding_round,BOTINKIT,2024-06-28,WestSummit Capital investment in Series A - BOTINKIT,investment,"WestSummit Capital is a premier global technology growth capital investment firm. The firm invests in the Internet/Digital Media, Mobile/Connected Hardware, Enterprise Software and Cloud Computing sectors. WestSummit operates from offices in Silicon Valley, Beijing and Hong Kong. www.westsummitcap.com",westsummitcap.com,8,https://logo.clearbit.com/westsummitcap.com
Spark Ventures,London,"SPARK Ventures, formerly NewMediaSpark, is an early-stage venture capital investor in Europe, providing equity investment to high growth technology, media and ...",Spark Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/spark-ventures,Series B - MyOffer,funding_round,MyOffer,2018-12-19,Spark Ventures investment in Series B - MyOffer,investment,Seed Round - Study119.com,funding_round,Study119.com,2019-01-25,Spark Ventures investment in Seed Round - Study119.com,investment,Seed Round - Unmarshal,funding_round,Unmarshal,2021-03-19,Spark Ventures investment in Seed Round - Unmarshal,investment,"SPARK Ventures, formerly NewMediaSpark, is an early-stage venture capital investor in Europe, providing equity investment to high growth technology, media and healthcare companies in the UK and Europe. 

 
SPARK Ventures has been investing in early-stage businesses for 12 years and has a wealth of expertise in backing and developing companies from start-up through to eventual trade sale or IPO.",sparkventuremanagement.com,8,https://logo.clearbit.com/sparkventuremanagement.com
Blockchain.com Ventures,Palo Alto,Blockchain Ventures support and invest in distributed ledger technology (DLT) projects that advance the industry and provide positive societal impact.,Blockchain.com Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/blockchain-ventures-1104,Series A - BCB Blockchain,funding_round,BCB Blockchain,2022-01-24,Blockchain.com Ventures investment in Series A - BCB Blockchain,investment,Venture Round - PolySign,funding_round,PolySign,2023-01-12,Blockchain.com Ventures investment in Venture Round - PolySign,investment,Series A - Galxe,funding_round,Galxe,2023-06-01,Blockchain.com Ventures investment in Series A - Galxe,investment,"Blockchain Ventures support and invest in distributed ledger technology (DLT) projects that advance the industry and provide positive societal impact. With support from Blockchain.com, Blockchain Ventures aims to contribute to the creation of an open, fair, and accessible financial system and promote DLT use-cases that are revolutionary beyond finance.",blockchain.com/ventures,6,https://logo.clearbit.com/blockchain.com
Wharton Alumni Angels,Fort Washington,"Founded in 2016, Wharton Alumni Angels is an active angel investment group composed of University of Pennsylvania alumni and non-Penn alumni.",Wharton Alumni Angels - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/wharton-alumni-angels,Series A - Motion2AI,funding_round,Motion2AI,2021-08-17,Wharton Alumni Angels investment in Series A - Motion2AI,investment,Pre Seed Round - Secret Skin,funding_round,Secret Skin,2022-12-12,Wharton Alumni Angels investment in Pre Seed Round - Secret Skin,investment,Pre Seed Round - Alltius,funding_round,Alltius,2023-05-30,Wharton Alumni Angels investment in Pre Seed Round - Alltius,investment,"Founded in 2016, Wharton Alumni Angels is an active angel investment group composed of University of Pennsylvania alumni and non-Penn alumni who have joined their angel community. Their members are entrepreneurs, senior business executives, and institutional investors with a global reach. Wharton Alumni Angels'​ over 200 members in 15 countries have invested in more than 30 early stage companies in the past three years. Wharton Alumni Angels members seek to add value 'beyond the deal'​ and actively provide mentoring and assistance to young companies. They are enthusiastic about entrepreneurs and passionate teams pursuing their dreams. Through a global membership and the Wharton alumni community, the organization has a deep network and close relationships with venture capital funds, other angel networks, and innovation ecosystems worldwide to cultivate the growth of start-ups. Wharton Alumni Angels participates most often in seed and Series A investments, and occasionally later-stage rounds and does not focus on specific verticals or industries.",whartonalumniangels.com,4,https://logo.clearbit.com/whartonalumniangels.com
West Quad Ventures,New York,"West Quad Ventures focuses on seed to early-stage investments in software, AI, and financial services industries, primarily in New York, San Francisco, and Los ...",West Quad Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/west-quad,Seed Round - StayTuned,funding_round,StayTuned,2022-11-21,West Quad Ventures investment in Seed Round - StayTuned,investment,Seed Round - Ding Dong,funding_round,Ding Dong,2023-01-01,West Quad Ventures investment in Seed Round - Ding Dong,investment,Seed Round - katch,funding_round,katch,2023-01-01,West Quad Ventures investment in Seed Round - katch,investment,"West Quad Ventures invest in startups that aspire to be leaders in their respective category, teams we believe in with an emphasis on what’s good for the world!",westquad.vc,5,https://logo.clearbit.com/westquad.vc
Maxfield Capital,New York,"Maxfield Capital is a venture capital firm that invests in global early stage technology companies. New York, New York, United States · 11-50; Venture Capital ...",Maxfield Capital - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/maxfield-capital,Convertible Note - viisights,funding_round,viisights,2019-02-05,Maxfield Capital investment in Convertible Note - viisights,investment,Series A - 3S Money,funding_round,3S Money,2019-10-22,Maxfield Capital investment in Series A - 3S Money,investment,Venture Round - NFWare,funding_round,NFWare,2021-01-13,Maxfield Capital investment in Venture Round - NFWare,investment,"Maxfield Capital - we help startups go global. 
We specialize on early stage opportunities that are prepared to tackle global markets.

Our original approach aims at creating global success stories by bridging the gap between high quality engineering and commercial execution.

Some startups face scarcity of technical talent, the others lack business scaling skills or experience challenges of small domestic markets. We help them to bridge these gaps by connecting superb global entrepreneurs with top-notch technical talent. This is a key value-add to our portfolio companies.

Today we prioritize post-PC era technologies that narrow the divide between humans and machines. These technologies have potential to create significant impact in the years to come.

• Big data and analytics, cognitive computing and Internet of Things that provide decision support with automation to humans and awareness with intelligence to machines

• Enterprise of the future embraces technologies that augment, replace or work together with humans to improve productivity, transform customer experience and gain competitive advantage

• Always/everywhere platform and applications including ambient and location intelligence, gestures control, mobile health monitoring, and virtual assistance among others.

Our team of experienced professionals has strong technology operating background, solid venture investing experience and long history in key global innovation ecosystems.

Maxfield Capital is currently consider investment opportunities in Eastern Europe, USA and Israel.

Our investment strategy covers:
- seed stage companies via in-house seed program
- series A/B",maxfield.vc,1,https://logo.clearbit.com/maxfield.vc
Kommune.one,Austin,"Austin, Texas, United States · 1-10 · Venture Capital · Early Stage Venture, Private Equity, Seed · www.kommune.one/ · 33,258 ...",Kommune.one - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/kommune-one,Pre Seed Round - SuperSight,funding_round,SuperSight,2023-07-01,Kommune.one investment in Pre Seed Round - SuperSight,investment,Seed Round - Filebase,funding_round,Filebase,2023-08-07,Kommune.one investment in Seed Round - Filebase,investment,Pre Seed Round - Ord.io,funding_round,Ord.io,2024-04-17,Kommune.one investment in Pre Seed Round - Ord.io,investment,Backing Web 3 companies who are evolving our lives into a borderless censorship resistant society with ownership rights and financial independence at its core,kommune.one,14,https://logo.clearbit.com/kommune.one
Brentwood Venture Capital,Menlo Park,"Brentwood Venture Capital is a California-based principal investment firm that funds information technology and healthcare companies. Menlo Park, California, ...",Brentwood Venture Capital - Crunchbase,https://www.crunchbase.com/organization/brentwood-venture-capital,Venture Round - Extraprise,funding_round,Extraprise,2005-08-23,Brentwood Venture Capital investment in Venture Round - Extraprise,investment,Venture Round - Apriso,funding_round,Apriso,2006-11-16,Brentwood Venture Capital investment in Venture Round - Apriso,investment,Series C - OraMetrix,funding_round,OraMetrix,2008-07-02,Brentwood Venture Capital investment in Series C - OraMetrix,investment,"Brentwood Venture Capital is a principal investment firm. The firm continues to manage its existing portfolio. It created Redpoint Ventures to make new investments in information technology and Versant Ventures in healthcare. Brentwood Venture Capital is based in Menlo Park, California.",,42,
Ripple,San Francisco,"Ripple is a technology company that provides solutions for cross-border payments, crypto liquidity, and central bank digital currency. San Francisco, California ...",Ripple - Crunchbase Company Profile & Funding,https://www.crunchbase.com/organization/ripple-labs,Debt Financing - MoonPay,funding_round,MoonPay,2025-01-18,Ripple investment in Debt Financing - MoonPay,investment,Grant - National Cryptocurrency Association,funding_round,National Cryptocurrency Association,2025-03-06,Ripple investment in Grant - National Cryptocurrency Association,investment,Series A - Sentora,funding_round,Sentora,2025-05-06,Ripple investment in Series A - Sentora,investment,"Ripple provides one frictionless experience to send money globally using the power of blockchain. It offers a global real-time payment system that enables banks and financial institutions around the world to directly transact with each other without the need for a central correspondent. The company also offers FX Market Making, a solution enabling enterprises to gain access to cross-currency liquidity through a distributed network that allows foreign exchange to be externally sourced from a competitive FX marketplace or an internal FX trading desk. This minimizes FX exposure thereby lowering the volatility and counter-party risk of trades. Ripple Insights features industry updates, insider perspectives, and in-depth market analysis.",ripple.com,95,https://logo.clearbit.com/ripple.com
SineWave Ventures,Arlington,SineWave Ventures has made an investment of $14.5M into an Arlington startup to support the growth of its cloud management platform.,SineWave Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/sinewave-ventures,Pre Seed Round - Sagittal AI,funding_round,Sagittal AI,2025-04-07,SineWave Ventures investment in Pre Seed Round - Sagittal AI,investment,Series A - Corsha,funding_round,Corsha,2025-04-08,SineWave Ventures investment in Series A - Corsha,investment,Series B - DataHub,funding_round,DataHub,2025-05-21,SineWave Ventures investment in Series B - DataHub,investment,"SineWave Ventures provides early-stage investment capital to technology companies across commercial and public sectors. The firm aims to deliver superior returns to its limited partners regardless of macro conditions or competitive landscape. It focuses on entrepreneurs that develop solutions to challenging problems common to both Fortune 500 corporations and government enterprises.

SineWave Ventures was founded in 2015 and is headquartered in Washington, District of Columbia.",sinewave.vc,66,https://logo.clearbit.com/sinewave.vc
Dementia Discovery Fund,London,The Dementia Discovery Fund (DDF) is the world's largest family of specialized venture capital funds that invests exclusively in companies developing or ...,Dementia Discovery Fund - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/dementia-discovery,Seed Round - TRIMTECH Therapeutics,funding_round,TRIMTECH Therapeutics,2025-03-05,Dementia Discovery Fund investment in Seed Round - TRIMTECH Therapeutics,investment,Seed Round - Montara Therapeutics,funding_round,Montara Therapeutics,2025-03-13,Dementia Discovery Fund investment in Seed Round - Montara Therapeutics,investment,Series A - Therini Bio,funding_round,Therini Bio,2025-05-14,Dementia Discovery Fund investment in Series A - Therini Bio,investment,"The Dementia Discovery Fund (DDF) is the world’s largest family of specialized venture capital funds that invests exclusively in companies developing or enabling novel therapeutics for dementia, managed by SV Health Investors. Dementias including Alzheimer’s Disease are arguably the largest unmet medical need with over 55m patients worldwide. With more than $500m raised for this strategy, and offices in London and Boston, DDF capitalizes on global investment opportunities to fulfill its dual mandate of delivering measurable impact and generating significant financial returns. Utilizing its network of venture partners, entrepreneurs, leading scientists, and strategic partners, DDF invests in and creates new biotech companies and provides thought leadership in the field.

DDF is enabled by its limited partners including major pharmaceutical companies (Biogen, Bristol Myers Squibb, Eli Lilly and Co., GSK, Johnson & Johnson, Otsuka (Astex), Pfizer and Takeda), along with AARP, Aegon, Bill Gates, British Patient Capital, NFL Players Association, Quest Diagnostics, UnitedHealth Group, and the non-profits Alzheimer’s Research UK and LifeArc.",ddf.vc,89,https://logo.clearbit.com/ddf.vc
LIQUiDITY Group,New York,"Liquidity Group deploys capital at scale faster using advanced decision science, due diligence, monitoring, and predictive technology.",LIQUiDITY Group - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/liquidity-capital,Pre Seed Round - TrueClaim,funding_round,TrueClaim,2024-02-27,LIQUiDITY Group investment in Pre Seed Round - TrueClaim,investment,Debt Financing - SumUp,funding_round,SumUp,2024-05-01,LIQUiDITY Group investment in Debt Financing - SumUp,investment,Debt Financing - Butternut Box,funding_round,Butternut Box,2025-05-20,LIQUiDITY Group investment in Debt Financing - Butternut Box,investment,"Liquidity Group is the largest AI-based financial asset management firm in the world. With $2.7b AUM across funds focused on North America, Asia-Pacific, Europe, and the Middle East, Liquidity Group operates globally with offices in Tel-Aviv, Abu Dhabi, New York, London, Singapore, Tokyo, Mumbai, Boston, and San Francisco. The firm’s patented machine learning and decision science technology enables it to deploy more capital through more deals faster than any firm in capital markets history, establishing it as the fastest-growing provider of non-dilutive and equity financing to mid-market and late-stage companies. Liquidity Group is backed by leading global financial institutions including Japan’s largest bank, MUFG, Spark Capital, and Apollo Asset Management.

Liquidity Group provides debt facilities and other financial solutions that range from $4M-80M in as little as 72 hours.",liquiditygroup.com,80,https://logo.clearbit.com/liquiditygroup.com
Santander UK,London,Santander UK provides personal financial products and services and corporate and commercial banking services.,Santander UK - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/santander-uk,Debt Financing - Partners&,funding_round,Partners&,2025-03-31,Santander UK investment in Debt Financing - Partners&,investment,Post-IPO Debt - Segro,funding_round,Segro,2025-04-17,Santander UK investment in Post-IPO Debt - Segro,investment,Debt Financing - Thames Clippers,funding_round,Thames Clippers,2025-05-19,Santander UK investment in Debt Financing - Thames Clippers,investment,"Santander UK plc, together with its subsidiaries, provides personal financial products and services, and corporate and commercial banking services in the United Kingdom and internationally. The company’s Retail Banking segment offers residential mortgage and personal loans, savings and current accounts, and credit cards, as well as a range of insurance policies. This segment serves personal banking customers and small businesses through a network of branches and ATMs, as well as through telephonye-commerce, and intermediary channels. Its Corporate Banking segment provides various banking products and services, including loans, bank accounts, deposits, treasury services, invoice discounting...",santander.co.uk/uk/index,48,https://logo.clearbit.com/santander.co.uk
Luxor Capital Group,New York,"Luxor Capital Group is a New York-based hedge fund focused on equity and fixed income investments across the globe. New York, New York, United States · 11-50 ...",Luxor Capital Group - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/luxor-capital-group,Series A - Treinta,funding_round,Treinta,2022-04-04,Luxor Capital Group investment in Series A - Treinta,investment,Series J - VerSe Innovation,funding_round,VerSe Innovation,2022-04-06,Luxor Capital Group investment in Series J - VerSe Innovation,investment,Private Equity Round - Montage Hotels & Resorts,funding_round,Montage Hotels & Resorts,2024-02-24,Luxor Capital Group investment in Private Equity Round - Montage Hotels & Resorts,investment,Luxor Capital Group is a hedge fund that offers equity and fixed income investments. It also provides its customers with investment advisory services. The fund was founded by Christian Leone in 2002 and is based in New York.,luxorcap.com,Growing,https://logo.clearbit.com/luxorcap.com
Bezos Earth Fund,Washington,"Bezos Earth Fund is Jeff Bezos's $10 billion commitment to fund scientists, activists, NGOs. Washington, District of Columbia, United States · 11-50; Venture ...",Bezos Earth Fund - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/bezos-earth-fund,Grant - Wageningen University and Research,funding_round,Wageningen University and Research,2025-05-21,Bezos Earth Fund investment in Grant - Wageningen University and Research,investment,Grant - National Audubon Society (USA),funding_round,National Audubon Society (USA),2025-05-21,Bezos Earth Fund investment in Grant - National Audubon Society (USA),investment,Grant - University of Leeds,funding_round,University of Leeds,2025-05-21,Bezos Earth Fund investment in Grant - University of Leeds,investment,"Bezos Earth Fund is Jeff Bezos's $10 billion commitment to fund scientists, activists, NGOs, and other actors that will drive climate and natural solutions. By allocating funds creatively, wisely, and boldly, the Bezos Earth Fund has the potential for transformative influence in this decisive decade.",bezosearthfund.org,57,https://logo.clearbit.com/bezosearthfund.org
Muse Capital,Sherman Oaks,"Muse Capital is a seed stage fund that focuses on investing in entrepreneurs who are disrupting the consumer space. Sherman Oaks, California, United States ...",Muse Capital - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/muse-capital,Seed Round - Finli,funding_round,Finli,2024-09-06,Muse Capital investment in Seed Round - Finli,investment,Series A - Conceivable Life Sciences,funding_round,Conceivable Life Sciences,2025-01-14,Muse Capital investment in Series A - Conceivable Life Sciences,investment,Series A - Eli,funding_round,Eli,2025-06-10,Muse Capital investment in Series A - Eli,investment,"Muse Capital is a female led early stage VC, investing in Consumer Tech with a focus on Underserved Markets. We invest in platforms, products and services across the future of how we care (women’s health, childcare), how we live (wellness and sustainability) and how we play (entertainment, gaming & web 3). 

Our superpower is leveraging the founding partners 25+ year expertise in sourcing and executing on business development opportunities for their entrepreneurs, accelerating and operating businesses in both private and public sectors, with their global network of decision makers across F500's, entertainment, sports teams/owners, global investors, and world class tech entrepreneurs.",musecapital.vc,45,https://logo.clearbit.com/musecapital.vc
Redbeard Ventures,Brooklyn,"Redbeard Ventures builds, invests, and advises startups across web 3.0 and crypto. Brooklyn, New York, United States",Redbeard Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/redbeard-ventures,Seed Round - Mintify,funding_round,Mintify,2024-07-30,Redbeard Ventures investment in Seed Round - Mintify,investment,Seed Round - Skyfire Systems,funding_round,Skyfire Systems,2024-08-21,Redbeard Ventures investment in Seed Round - Skyfire Systems,investment,Venture Round - Watergenics,funding_round,Watergenics,2024-12-01,Redbeard Ventures investment in Venture Round - Watergenics,investment,"Red Beard Ventures is a full-stack web3 fund investing across Web 3.0 and crypto, including consumer applications, infrastructure, gaming, the metaverse, and DeFi with a focus on pre-seed through Series B investments in equity and tokens.",redbeard.ventures,72,https://logo.clearbit.com/redbeard.ventures
Stray Dog Capital,Leawood,"Stray Dog Capital provides capital and support to early-stage businesses to help them grow. Leawood, Kansas, United States",Stray Dog Capital - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/stray-dog-capital,Series A - Triplebar,funding_round,Triplebar,2023-10-25,Stray Dog Capital investment in Series A - Triplebar,investment,Seed Round - Clever Carnivore,funding_round,Clever Carnivore,2023-12-04,Stray Dog Capital investment in Seed Round - Clever Carnivore,investment,Series A - Companion Protect,funding_round,Companion Protect,2024-08-13,Stray Dog Capital investment in Series A - Companion Protect,investment,"Stray Dog Capital provides capital and support to early-stage businesses to help them grow. Stray Dog Capital drives alternatives to the use of animals in the supply chain through investments, expertise, and support.

It was founded in 2013 and headquartered in Leawood, Kansas.",straydogcapital.com,39,https://logo.clearbit.com/straydogcapital.com
DARPA,Arlington,"DARPA is a central research and development organization for the US Department of Defense. Arlington, Virginia, United States 251-500 Private",DARPA - Crunchbase Company Profile & Funding,https://www.crunchbase.com/organization/darpa,Grant - GrammaTech,funding_round,GrammaTech,2024-03-11,DARPA investment in Grant - GrammaTech,investment,Grant - Alta Resource Technologies,funding_round,Alta Resource Technologies,2025-01-07,DARPA investment in Grant - Alta Resource Technologies,investment,Grant - VQ Biomedical,funding_round,VQ Biomedical,2025-03-27,DARPA investment in Grant - VQ Biomedical,investment,"The Defense Advanced Research Projects Agency was created with a national sense of urgency in February 1958 amidst one of the most dramatic moments in the history of the Cold War and the already-accelerating pace of technology.

In the months preceding the official authorization for the agency's creation, Department of Defense Directive Number 5105.15, the Soviet Union had launched an Intercontinental Ballistic Missile (ICBM), the world's first satellite, Sputnik 1, and the world's second satellite, two months after Sputnik 1, resulted in a spectacular fiery failure. Finally, at the end of January 1958, a stunned United States became the second nation to place an object in orbit when it successfully launched the Explorer 1 satellite.

Out of this traumatic experience of technological surprise in the first moments of the Space Age, U.S. leadership created DARPA, initially with the shorter name Advanced Research Projects Agency (ARPA). In the nearly 60 years since it was established, DARPA has owned the critical mission of keeping the United States out front when it comes to cultivating breakthrough technologies for national security rather than in a position of catching up to strategically important innovations and achievements of others.

With no research and development facilities of its own, DARPA has become known as a laboratory and incubator of innovation by providing thought leadership, community-building frameworks, technology challenges, research management, funding, and other cultural and infrastructural support elements that it takes to usher transformative ideas toward consequential new realities.",darpa.mil,41,https://logo.clearbit.com/darpa.mil
DFS Lab,Seattle,"DFS Lab is a fintech incubator that empowers communities through mentorship and strategic advice to early-stage startups. Seattle, Washington, United States ...",DFS Lab - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/dfs-lab,,,,,,,,,,,,,,,,,,,,,43,
IU Ventures,Bloomington,"IU Ventures is affiliated with Indiana University focusing on assisting IU students, faculty, staff, and alums in new venture opportunities.",IU Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/iu-ventures,,,,,,,,,,,,,,,,,,,,,Growing,
Madrone Capital Partners,Menlo Park,"It specializes in the fields of asset management, cleantech, and finance. It was founded in 2005 and headquartered in Menlo Park, California.",Madrone Capital Partners - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/madrone-capital-partners,Series A - N5 Now,funding_round,N5 Now,2023-09-13,Madrone Capital Partners investment in Series A - N5 Now,investment,Series B - N5 Now,funding_round,N5 Now,2025-02-20,Madrone Capital Partners investment in Series B - N5 Now,investment,Series G - Aura,funding_round,Aura,2025-03-24,Madrone Capital Partners investment in Series G - Aura,investment,"Madrone Capital Partners is a Private equity firm associated with Rob Walton, the eldest son of Walmart founder Sam Walton. It specializes in the fields of asset management, cleantech, and finance. 

It was founded in 2005 and headquartered in Menlo Park, California.",,42,
Cambridge Capital Group,Cambridge,Cambridge Capital Group (CCG) is a leading business angel group of 70+ investors who have been investing in hi-tech businesses for more than a decade.,Cambridge Capital Group - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/cambridge-capital-group,,,,,,,,,,,,,,,,,,,,,89,
Leap Venture Studio,Los Angeles,"Leap Venture Studio is a pet care startup accelerator that focuses on accelerating innovation in the expanding pet ecosystem. Los Angeles, California, United ...",Leap Venture Studio - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/leap-venture-studio,Grant - Skona Pet Food,funding_round,Skona Pet Food,2024-08-05,Leap Venture Studio investment in Grant - Skona Pet Food,investment,Seed Round - Buddy Bites,funding_round,Buddy Bites,2025-04-28,Leap Venture Studio investment in Seed Round - Buddy Bites,investment,Pre Seed Round - Innovative Pet Lab,funding_round,Innovative Pet Lab,2025-06-12,Leap Venture Studio investment in Pre Seed Round - Innovative Pet Lab,investment,"Leap Venture Studio is the first startup accelerator focused on pet care. Mars Petcare and Michelson Found Animals' commitment to improving the lives of pets and their owners through science, technology, and innovation is embodied in the Studio. R/GA, a world-class services platform that connects our startups with award-winning strategists, technologists, designers, and consultants, supports the Venture Studio. The Leap Venture Studio is the most effective startup accelerator in the pet care industry, thanks to the combined networks and resources of R/GA, Mars Petcare (Kinship), and Michelson Found Animals.

Each cohort of the annual program consists of 6-8 companies that work in the studio with the Leap partners for a total of 12 weeks. The Studio program is based in Los Angeles, but participants are not required to be present for the entire duration. The Leap Venture Studio is highly tailored to the specific requirements of each company in the cohort.

The Leap Venture Studio concludes with a live pitch event in which Studio companies pitch to investors, industry leaders, and the startup community. If chosen for the program, studios can receive up to $200K in funding.",leapventurestudio.com,70,https://logo.clearbit.com/leapventurestudio.com
IDB Lab,Washington,"IDB Lab is the innovation laboratory of the Inter-American Development Bank Group (IDB) Group. Washington, District of Columbia, United States · 101-250; Fund ...",IDB Lab - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/idb-lab,Series B - Arado,funding_round,Arado,2024-11-29,IDB Lab investment in Series B - Arado,investment,Venture Round - Sofía,funding_round,Sofía,2024-12-11,IDB Lab investment in Venture Round - Sofía,investment,Pre Seed Round - Jobbi,funding_round,Jobbi,2025-02-01,IDB Lab investment in Pre Seed Round - Jobbi,investment,IDB Lab is the innovation laboratory of the Inter-American Development Bank Group (IDB) Group.,bidlab.org,Growing,https://logo.clearbit.com/bidlab.org
K2 HealthVentures,Boston,"K2 HealthVentures is an alternative investment firm focused on providing flexible, long-term financing solutions to innovative private and public companies.",K2 HealthVentures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/k2-healthventures,Private Equity Round - HarmonyCares,funding_round,HarmonyCares,2024-07-08,K2 HealthVentures investment in Private Equity Round - HarmonyCares,investment,Venture Round - Evergreen Nephrology,funding_round,Evergreen Nephrology,2025-01-07,K2 HealthVentures investment in Venture Round - Evergreen Nephrology,investment,Series C - Umoja Biopharma,funding_round,Umoja Biopharma,2025-01-14,K2 HealthVentures investment in Series C - Umoja Biopharma,investment,"K2 HealthVentures is an alternative investment firm focused on providing flexible, long-term financing solutions to innovative private and public companies in the life sciences and healthcare industries. The investment team is comprised of collaborative, experienced professionals with diverse backgrounds in finance and operations, as well as deep domain knowledge across various healthcare sectors. A uniquely flexible, permanent capital structure enables the firm to provide creative, adaptive financing solutions and meet the evolving capital needs of its portfolio companies as they grow. K2HV is driven by dual goals of Profit and Purpose – aiming to fuel the growth of innovative companies that will ultimately improve the lives of patients and giving a percentage of investment profits back to underserved areas in healthcare.",k2healthventures.com,56,https://logo.clearbit.com/k2healthventures.com
Secocha Ventures,Miami,"Secocha Ventures invests in seed to early-stage companies in financial services, healthcare, and e-commerce sectors, with a focus on North America and Asia.",Secocha Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/secocha-ventures,Series A - Allocate,funding_round,Allocate,2022-05-04,Secocha Ventures investment in Series A - Allocate,investment,Series A - 10club,funding_round,10club,2022-06-08,Secocha Ventures investment in Series A - 10club,investment,Series A - CarePredict,funding_round,CarePredict,2023-07-12,Secocha Ventures investment in Series A - CarePredict,investment,Secocha Ventures is a venture capital firm focused on early stage startups.,secocha.com,4,https://logo.clearbit.com/secocha.com
UPS Ventures,Atlanta,"UPS Ventures is the private equity strategic investment arm of UPS. Atlanta, Georgia, United States · 10001+; Corporate Venture Capital; Early Stage Venture ...",UPS Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/ups-strategic-enterprise-fund,Series A - Arrival,funding_round,Arrival,2020-01-16,UPS Ventures investment in Series A - Arrival,investment,Series E - Optoro,funding_round,Optoro,2021-12-14,UPS Ventures investment in Series E - Optoro,investment,Post-IPO Equity - Fast Radius,funding_round,Fast Radius,2022-01-13,UPS Ventures investment in Post-IPO Equity - Fast Radius,investment,UPS Ventures is the private equity strategic investment arm of UPS. The Fund is a corporate venture capital group which focuses on developing critical partnerships and acquiring knowledge returns from its investments in information technology companies and emerging market-spaces.,ups.com/sef,6,https://logo.clearbit.com/ups.com
137 Ventures,San Francisco,info@137ventures.com; Phone Number 415-513-5222. 137 Ventures is a San Francisco-based growth-stage venture firm with an innovative investing model. The fund ...,137 Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/137-ventures,Series C - BuildOps,funding_round,BuildOps,2025-03-21,137 Ventures investment in Series C - BuildOps,investment,Series C - Temporal Technologies,funding_round,Temporal Technologies,2025-03-31,137 Ventures investment in Series C - Temporal Technologies,investment,Series E - Stord,funding_round,Stord,2025-05-15,137 Ventures investment in Series E - Stord,investment,137 Ventures is a multi-stage investment firm that partners with generational technology companies and their founders.,137ventures.com,49,https://logo.clearbit.com/137ventures.com
SYN Ventures,West Palm Beach,"SYN Ventures is a venture capital firm that invests in disruptive, transformational solutions that reduce technology risk. West Palm Beach, Florida, United ...",SYN Ventures - Crunchbase Investor Profile & Investments,https://www.crunchbase.com/organization/syn-ventures,Series A - SquareX,funding_round,SquareX,2025-04-24,SYN Ventures investment in Series A - SquareX,investment,Series A - NetFoundry,funding_round,NetFoundry,2025-04-28,SYN Ventures investment in Series A - NetFoundry,investment,Series A - BreachRx,funding_round,BreachRx,2025-05-19,SYN Ventures investment in Series A - BreachRx,investment,"SYN Ventures is a venture capital firm that invests in disruptive, transformational solutions that reduce technology risk. Their operating experience provides them with a unique insight into the market, technology, and the issues that founders encounter.",synventures.com,Growing,https://logo.clearbit.com/synventures.com
